cell_id,cell_perimeter_microns,cell_area_microns,cell_perimeter_nd,cell_area_nd,cell_P_eff_nd,shape_parameter,circularity,cell_edge_count,cell_shear,cell_zeta,major_shape_axis_alignment_rads,major_stress_axis_alignment_rads
0.0,46.68411037930386,102.48495315074928,1.1244962451169969,0.05946178628331491,-0.3361977518992897,4.611466242143486,0.6086086283760024,3.0,0.11055728226125229,0.09146936970658912,0.7260754475005972,2.296871774295494
1.0,59.56778969012544,203.0666143144124,1.434829865927154,0.1178192822499392,-0.16798415695135382,4.180153420228321,0.5365066598015621,4.0,0.15762420802390936,0.11035071902868979,2.036395568516837,0.46559924172194034
2.0,46.95153918737036,137.18343014607467,1.130937894921685,0.07959384821066598,-0.45846673012553035,4.008657993833822,0.8224768243023619,4.0,0.03953569495978236,0.04279315977989444,1.865553485891604,0.2947571590967075
3.0,44.70346341344336,122.68912962903983,1.0767877194983981,0.07118425272202554,-0.5074786087709522,4.035878922041277,0.8301189645840868,4.0,0.02331065377566448,0.02766270955637106,0.24590458799436482,1.8167009147892614
4.0,53.078969167338194,166.17203118014334,1.2785314111889623,0.09641303918794623,-0.30414156856610086,4.117593936785938,0.4759715984009231,4.0,0.13752378508789911,0.11470918524591227,0.16493289776988085,1.7357292245647775
5.0,63.747282761268735,251.08813521933553,1.5355027549852838,0.1456813763941214,-0.14493278252270003,4.022986562779641,0.726949818657608,4.0,0.06952423023116601,0.049003113823788594,1.674918044762471,0.10412171796757441
6.0,58.99180956007679,191.79326946783135,1.4209560341621421,0.11127848575877536,-0.1550929370799069,4.259660993146183,0.5845250524963078,4.0,0.14925191315537018,0.10172171436729022,2.293703045860309,0.7229067190654122
7.0,40.418714660377795,96.04304180984491,0.973579500578841,0.05572418828836361,-0.6127064576390528,4.124293326357219,0.6090326635642141,4.0,0.043960851070293475,0.06629209022235216,0.16892055981315082,1.7397168866080475
8.0,53.31740973244858,173.49238497662577,1.2842748112017657,0.10066030963675464,-0.31630631618050864,4.047891225970631,0.603893157445649,4.0,0.07825365052005728,0.06710906612314332,2.036746929873008,0.4659506030781113
9.0,47.511602097781584,119.61458103451696,1.1444283231352625,0.06940039913352587,-0.3753598814643837,4.344178015245596,0.4647589607804944,4.0,0.1258212861953384,0.11330357123120531,1.080063097697729,2.6508594244926256
10.0,63.3929416754964,240.98604698019062,1.5269676192141561,0.1398201431747663,-0.13318134417256344,4.083616559684541,0.49912764219959915,4.0,0.1474228515814676,0.10139143960800655,2.8857689980914705,1.3149726712965741
11.0,38.65176488431079,80.52389176130305,0.9310183727699557,0.046719974936890306,-0.6480369576205919,4.307318148016047,0.25468403376161775,4.0,0.11882647287907476,0.19464237775269325,3.023137858874394,1.4523415320794977
12.0,62.16025269895674,236.4474276263719,1.497275415287518,0.13718683549650532,-0.16413743467463593,4.042457610313561,0.8824575484899925,4.0,0.0313735336843329,0.022452142206240564,2.1776614269589007,0.6068651001640042
13.0,49.0384165946234,148.01755376486744,1.1812052297687872,0.0858798084749017,-0.40750402061414803,4.030693987402209,0.6326335503976147,4.0,0.06387449671417307,0.06304032557756681,2.501000851799869,0.9302045250049729
14.0,55.57421855170949,174.95645573592242,1.338635342495747,0.10150976372651642,-0.23421329390528056,4.201538800694362,0.5069938539364713,4.0,0.16395796880434152,0.1234108534761252,0.6624912372763202,2.2332875640712166
15.0,56.073348448801696,185.0585439750671,1.350658056231653,0.10737099694587139,-0.24596714154359856,4.121942418105223,0.7491742051578181,4.0,0.053331292574843994,0.04123584190527955,0.5650665876177767,2.1358629144126735
16.0,72.3355359240963,310.5294080467702,1.7423709667868552,0.18016921243844408,0.0030908663739531717,4.104878771578063,0.6130352953499273,4.0,0.16692692194837955,0.10142333790226239,2.544209016249478,2.544209016249478
17.0,63.57241493281852,252.40579890270283,1.5312906533754134,0.1464458850749072,-0.15359507038525178,4.001465208053139,0.9345655077974175,4.0,0.01911283736354026,0.013652825485029057,0.4078459616580864,1.978642288452983
