cell_id,cell_perimeter_microns,cell_area_microns,shape_parameter,circularity,cell_edge_count,major_shape_axis_alignment_rads
0.0,46.68411037930386,102.48495315074928,4.611466242143486,0.6086086283760024,3.0,0.7260754475005972
1.0,59.56778969012544,203.0666143144124,4.180153420228321,0.5365066598015621,4.0,2.036395568516837
2.0,46.95153918737036,137.18343014607467,4.008657993833822,0.8224768243023619,4.0,1.865553485891604
3.0,44.70346341344336,122.68912962903983,4.035878922041277,0.8301189645840868,4.0,0.24590458799436482
4.0,53.078969167338194,166.17203118014334,4.117593936785938,0.4759715984009231,4.0,0.16493289776988085
5.0,63.747282761268735,251.08813521933553,4.022986562779641,0.726949818657608,4.0,1.674918044762471
6.0,58.99180956007679,191.79326946783135,4.259660993146183,0.5845250524963078,4.0,2.293703045860309
7.0,40.418714660377795,96.04304180984491,4.124293326357219,0.6090326635642141,4.0,0.16892055981315082
8.0,53.31740973244858,173.49238497662577,4.047891225970631,0.603893157445649,4.0,2.036746929873008
9.0,47.511602097781584,119.61458103451696,4.344178015245596,0.4647589607804944,4.0,1.080063097697729
10.0,63.3929416754964,240.98604698019062,4.083616559684541,0.49912764219959915,4.0,2.8857689980914705
11.0,38.65176488431079,80.52389176130305,4.307318148016047,0.25468403376161775,4.0,3.023137858874394
12.0,62.16025269895674,236.4474276263719,4.042457610313561,0.8824575484899925,4.0,2.1776614269589007
13.0,49.0384165946234,148.01755376486744,4.030693987402209,0.6326335503976147,4.0,2.501000851799869
14.0,55.57421855170949,174.95645573592242,4.201538800694362,0.5069938539364713,4.0,0.6624912372763202
15.0,56.073348448801696,185.0585439750671,4.121942418105223,0.7491742051578181,4.0,0.5650665876177767
16.0,72.3355359240963,310.5294080467702,4.104878771578063,0.6130352953499273,4.0,2.544209016249478
17.0,63.57241493281852,252.40579890270283,4.001465208053139,0.9345655077974175,4.0,0.4078459616580864
18.0,43.52564358473464,113.7582979973306,4.080878442597387,0.5689731108626558,4.0,0.61366264625714
19.0,67.64701675816013,278.7590725700379,4.051670724714506,0.6259753233434779,4.0,2.5848218789308692
20.0,56.68858684253172,190.76841993632388,4.104331110414568,0.8686307344164148,4.0,2.4383420257596153
21.0,44.869021233643835,123.12835085682946,4.043594197320581,0.6618685899130063,4.0,1.620915148031114
22.0,79.77420575132835,375.53414975953,4.116591479242414,0.4646224407715707,4.0,2.6174668792444407
23.0,55.942232881761726,155.9235358650667,4.480061331705016,0.22080842838628756,4.0,0.20794450604164255
24.0,61.48093544618408,215.5112157684307,4.187988961460908,0.5697438125497227,4.0,0.2235237857222907
25.0,68.33877225662414,255.62675457315345,4.274290338794349,0.43173025517355496,4.0,0.6553359256480814
26.0,69.69042296566327,310.8222221986293,3.952911305144953,0.48758325619133674,5.0,2.0227252025050584
27.0,72.47812375476475,353.5730883700846,3.854493709224243,0.8173279824160565,5.0,0.5112679499589486
28.0,73.30000543807762,355.47638035717046,3.887752704934156,0.6740957207099654,5.0,2.764496685837115
29.0,78.99008289081773,422.2380069810863,3.844093195581163,0.6848474408293079,5.0,0.05010895718260101
30.0,58.771893089232506,220.78187050189996,3.9553778364957055,0.4315189394276702,5.0,1.4774485908891226
31.0,75.09357045801862,368.94583134269794,3.909502095802783,0.5381174216990849,5.0,2.187302407331262
32.0,88.0894188799405,511.1071020703793,3.8964381522846883,0.5660231257041127,5.0,1.6211721421110288
33.0,65.22824945003364,289.30038203697154,3.8349633674193706,0.9294828806390192,5.0,1.9505831505274187
34.0,70.23489725195384,317.5569476913932,3.9413240369123437,0.6448320614792213,5.0,2.4537823118991544
35.0,72.63249360396283,342.7389647512905,3.923279185975451,0.5002021456106671,5.0,2.0593012689068018
36.0,58.630975444644065,222.68516248898504,3.9289950271169456,0.4389955898928046,5.0,1.2869701188324993
37.0,66.51855014471542,292.0821164796354,3.892156470133126,0.5267877535624726,5.0,1.300439934763329
38.0,76.51169531419114,398.81287483234405,3.8312742427693496,0.8422315208278116,5.0,2.2994362909348687
39.0,66.38079165350928,295.4494792260173,3.861898124593331,0.7348065251478016,5.0,2.11605153933076
40.0,75.23066878907018,346.8383628773215,4.039534846193565,0.403198426092576,5.0,1.0826852886250466
41.0,68.23338905276867,268.5105772549614,4.164052951111313,0.32000585642416196,5.0,1.555411421551908
42.0,72.02897989620571,339.6644161567687,3.9082491154586423,0.6631760363182636,5.0,2.6399430100475154
43.0,62.243318231618616,244.9390380302906,3.9770745619131733,0.4291042009875094,5.0,2.7295821255659356
44.0,63.985854103707844,276.7093735070233,3.846555790967029,0.9060732450378292,5.0,0.09082441500000873
45.0,65.13845304439702,256.0659758009433,4.070628811964143,0.4794098529872593,5.0,2.977935412180631
46.0,72.1501790141347,335.1257968029498,3.9412454572660853,0.4586203164210101,5.0,1.8826571739204274
47.0,64.93616059916718,272.9027895328527,3.9308151351954566,0.6526162515813357,5.0,3.010013414489866
48.0,63.485201830342405,261.7758517621994,3.9238076895256566,0.7278475860949158,5.0,2.288776594050803
49.0,66.67862862883965,277.73422303852976,4.001031405010395,0.35935830474733665,5.0,1.1443578974250619
50.0,63.397386953000314,274.65967444400803,3.825374050369116,0.8799341612357294,5.0,1.0108663780161429
51.0,56.99313613524616,208.4836761238096,3.9471763248045586,0.6896073897437253,5.0,1.574077119604904
52.0,55.12463965948181,208.04445489602062,3.8217976685789012,0.9016166016470711,5.0,2.3690782359268563
53.0,69.16136313471435,302.91624009842917,3.973765780832968,0.6176380786294532,5.0,1.7175666062516233
54.0,61.18798087086471,223.27079079270345,4.0949647433950584,0.2937505156796755,5.0,2.037002802967587
55.0,69.23229216041622,306.7228240725992,3.9530805466976604,0.726217310384535,5.0,0.9769591960534374
56.0,67.84867761559154,304.0874967058661,3.8908286566375287,0.5290642560490493,5.0,1.3990011025926392
57.0,70.22479313499596,314.4823990968696,3.959973654383529,0.4929698850955731,5.0,2.3141482878347968
58.0,53.7035124889587,184.61932274727837,3.952429344376602,0.710467607864202,5.0,2.4670533486501434
59.0,67.39564886777848,301.45216933913207,3.8817061188830464,0.7041328202677463,5.0,2.5266996571529563
60.0,78.21417193004564,407.45089231219254,3.8747868311684135,0.693190605163499,5.0,1.081300977220967
61.0,44.472760093922574,128.25259851436613,3.9270008672491734,0.7098565828698186,5.0,1.2231141016992737
62.0,63.70899637842808,263.09351544556654,3.927766770288546,0.5079815846913862,5.0,1.9143347093244734
63.0,69.79468482339358,310.96862927455925,3.957893106671512,0.5153401507776924,5.0,0.7617368786847888
64.0,65.04568190922608,275.39170982365636,3.919611649487408,0.6475288137193095,5.0,2.872564585153965
65.0,66.7212608419372,288.27553250546384,3.929708652654585,0.5381456421277507,5.0,2.049718805220587
66.0,53.884724049521004,178.3238184823029,4.035162097129941,0.43425311691683166,5.0,1.420868205157964
67.0,74.6169236333109,376.9982205188277,3.8429761526836934,0.9156752795977211,5.0,1.209671134648335
68.0,58.110882003170246,216.68247237587002,3.9477130384882613,0.4168507415850143,5.0,0.48272984657161916
69.0,83.73140214676904,452.39786462259315,3.936661661293404,0.5043142860705115,5.0,1.1605333518475986
70.0,68.1875944590243,308.18689483189496,3.8841705046373876,0.5961009843031534,5.0,1.1825973604374658
71.0,68.31269683521623,310.8222221986298,3.8747652850078502,0.6652356041073946,5.0,2.326816578834482
72.0,64.9801533325155,280.6623645571233,3.8787218966490102,0.5728872260967989,5.0,1.702536144700165
73.0,70.85033523988676,304.8195320855143,4.058079150863035,0.34936465926024796,5.0,0.932096088507131
74.0,52.05309627571994,157.9732349280839,4.141472786528082,0.36841906855745177,5.0,2.2303243487681543
75.0,54.28308753573004,179.7878892416001,4.048408470045555,0.3527273754775749,5.0,2.5090827108172316
76.0,65.02123465230282,280.9551787089822,3.879151050917713,0.6084887520697483,5.0,0.780042591631657
77.0,63.01996721459081,264.4111791289338,3.8755939248418425,0.6120225162306407,5.0,2.6727677148400186
78.0,60.34529608599895,239.22916206903517,3.90154268737301,0.6304236448799693,5.0,2.5630068082146287
79.0,74.04700646663738,357.2332652683258,3.9177034510525157,0.4676456370246774,5.0,1.986369674233852
80.0,54.601539386208316,197.50314542908677,3.8852402449562464,0.6168180525577126,5.0,2.5488434937459434
81.0,63.014525328053494,259.43333854732487,3.9122606093348016,0.5474997502181846,5.0,2.0353393749816746
82.0,61.07779799168195,241.57167528390892,3.9297087665104344,0.43476644352787247,5.0,2.837691655532814
83.0,62.063795040684596,253.4306484342095,3.8986007378987764,0.5429681978546779,5.0,2.9184464186796526
84.0,63.67940283534005,260.6045951547619,3.944645206010804,0.39419991030496104,5.0,2.630113483409321
85.0,62.89490231898454,265.2896215845111,3.8614935774245343,0.8668704849411505,5.0,1.690480638697355
86.0,67.52029369397495,303.79468255400695,3.873862830206191,0.5462393787256108,5.0,0.40379905926661525
87.0,50.5065966526123,171.29627883768103,3.8589943310115506,0.7376644584546831,5.0,0.8318740179021651
88.0,66.60215868504086,294.2782226185798,3.8824801450513244,0.5936704768769514,5.0,2.290380063643667
89.0,65.30254952344251,283.1512848479274,3.88079649054693,0.6636140367954796,5.0,0.3923694838558922
90.0,55.092302293806114,192.37889777154828,3.9720271260426827,0.3552297825348409,5.0,1.7863943545550327
91.0,57.86345666778753,217.560914831447,3.9229605062101434,0.627258696896713,5.0,1.3192584098042697
92.0,51.59014313538082,180.8127387731074,3.8366503379257977,0.7068911921757481,5.0,0.13382186454683018
93.0,58.266966454793234,214.48636623692516,3.9785293135738042,0.4108196605246768,5.0,0.4797522034359305
94.0,71.43640880650267,324.5844873360154,3.9651145093819857,0.41144143447576254,5.0,0.7823016638228695
95.0,65.57211880095062,288.4219395813942,3.8610468421792152,0.6720858566920672,5.0,0.7386449509766913
96.0,67.71574471711759,300.4273198076244,3.9067889203759902,0.5320778544356352,5.0,2.4702703321713924
97.0,67.83017704837967,282.5656565442082,4.0351832550839095,0.31375657502524484,5.0,0.029754012726859336
98.0,67.16816893510192,304.23390378179556,3.8508775053762756,0.716549960949934,5.0,2.8703577417969077
99.0,56.791962222951945,212.4366671739101,3.896477157598708,0.6257679683959911,5.0,2.4876514699418655
100.0,58.19177713478917,225.9061181594367,3.8716636760413157,0.6586204527084667,5.0,2.7565480906883337
